,macrostate,P_up,P_down,term_1,term_2
671,671,0.0002418853,0.0011410442,-6.027313549878166e-17,6.891790687963141e-38
672,672,0.0002294867,0.0011958746,-6.038472456574943e-17,5.922788491916094e-38
673,673,0.0002102337,0.0012104315,-6.025486243792667e-17,7.472421544764478e-38
674,674,0.0001773786,0.0011943429,-6.045011421544692e-17,6.058738720519918e-38
675,675,0.0002092149,0.0011930675,-6.050998480554312e-17,9.066497916142854e-38
676,676,0.0001720358,0.0012742115,-6.070030542090449e-17,7.948109807330956e-38
677,677,0.0001642545,0.001195429,-6.074447755719467e-17,8.046206846525405e-38
678,678,0.0001686594,0.0012247748,-6.079202943540387e-17,6.815300652752397e-38
679,679,0.0001741085,0.0011470254,-6.089715988589946e-17,9.310912247660378e-38
680,680,0.0001422415,0.0011815175,-6.095608582614279e-17,7.140924427672774e-38
681,681,0.0001616136,0.0012786269,-6.098782175293148e-17,7.041542922315545e-38
682,682,0.0001417359,0.0012631245,-6.122634250012758e-17,6.551377898341779e-38
683,683,0.0001488161,0.0013034741,-6.119564476574075e-17,5.878040121384373e-38
684,684,0.0001769826,0.0013064796,-6.125972888539102e-17,7.197407042944254e-38
685,685,0.0001343757,0.0012119872,-6.145299788066193e-17,7.50912784691955e-38
686,686,0.0001300948,0.0012765371,-6.148120529067536e-17,7.930280899354098e-38
687,687,0.0001309952,0.0012743241,-6.150242560324849e-17,6.13941472257718e-38
688,688,0.0001549399,0.0014594985,-6.146810954667746e-17,5.984854042841961e-38
689,689,0.0001667936,0.0012608064,-6.161314890336801e-17,7.290063884128032e-38
690,690,0.0001172643,0.0014556402,-6.170973572810328e-17,7.90580248592903e-38
691,691,0.0001401793,0.0012397785,-6.186857621694556e-17,9.305281275590426e-38
692,692,0.0001099743,0.0012773137,-6.20493047521764e-17,7.888843329355476e-38
693,693,0.000126431,0.001315131,-6.199369887647768e-17,8.246751473581227e-38
694,694,0.0001246513,0.0012657787,-6.205559943452384e-17,6.059102918469755e-38
695,695,0.0001276269,0.0012120091,-6.211965252487789e-17,9.31484585885393e-38
696,696,0.0001286014,0.0013136418,-6.222891595164285e-17,1.0325050655747853e-37
697,697,0.000120747,0.001270424,-6.231586409966286e-17,9.261444275573782e-38
698,698,0.0001061607,0.0013174306,-6.245843133426074e-17,8.615723034697519e-38
699,699,0.0001142461,0.0013485021,-6.240086454402908e-17,6.740824950078001e-38
700,700,0.0001009141,0.0013552655,-6.26020348479802e-17,7.323768077364489e-38
701,701,0.0001111567,0.0014896842,-6.256834665949146e-17,6.588686859349569e-38
702,702,0.000116531,0.0014468674,-6.269268777131474e-17,7.411480952482518e-38
703,703,0.0001018877,0.0013711649,-6.287271777329227e-17,7.665210716670281e-38
704,704,0.0001076778,0.0014899623,-6.285385587045523e-17,8.742110936210474e-38
705,705,8.9506e-05,0.0013217121,-6.298479285483338e-17,7.261703371733604e-38
706,706,0.0001163458,0.0013737813,-6.295453004791862e-17,7.3508456880145e-38
707,707,8.70357e-05,0.0014701833,-6.316211163409209e-17,8.758564563346955e-38
708,708,8.45033e-05,0.0014452668,-6.319720185914072e-17,7.568751432329376e-38
709,709,7.45833e-05,0.0013996466,-6.324579076184912e-17,6.974234987526193e-38
710,710,8.29819e-05,0.0014889285,-6.325524903802447e-17,6.889543253737888e-38
711,711,0.0001000999,0.001530147,-6.337304626107086e-17,6.920691919697058e-38
712,712,7.43487e-05,0.0014489961,-6.347361864372265e-17,6.448675663211805e-38
713,713,8.31229e-05,0.0014076328,-6.369307657549405e-17,7.5723700777451e-38
714,714,7.40163e-05,0.0014532186,-6.362163146962991e-17,8.398785526793644e-38
715,715,8.14421e-05,0.0015043688,-6.364107018289155e-17,6.823427496128154e-38
716,716,8.19136e-05,0.0014067776,-6.374052468115611e-17,8.255639403754007e-38
717,717,8.60249e-05,0.0014460673,-6.385564990313979e-17,7.15176199158336e-38
718,718,7.90327e-05,0.0014423284,-6.387569141671672e-17,7.285930489237669e-38
719,719,8.70862e-05,0.0015686487,-6.390127919653725e-17,9.025500439664191e-38
720,720,7.81928e-05,0.0015135186,-6.410632786667448e-17,7.494651214078659e-38
721,721,8.12945e-05,0.0014967573,-6.41073889980489e-17,6.208833848638022e-38
722,722,6.87225e-05,0.0014784507,-6.420686540830955e-17,7.07846239597316e-38
723,723,5.10249e-05,0.001476653,-6.440476754711307e-17,7.48187195224074e-38
724,724,7.15439e-05,0.0015056719,-6.436253308319612e-17,6.762836212384042e-38
725,725,6.14568e-05,0.0015434608,-6.447563459009741e-17,7.337037079741672e-38
726,726,6.28498e-05,0.0015299739,-6.457140922710309e-17,8.433792785556239e-38
727,727,5.1935e-05,0.0014125386,-6.469490348037065e-17,8.59120229124803e-38
728,728,5.88823e-05,0.0016017363,-6.461045582206205e-17,7.153163555733326e-38
729,729,5.1162e-05,0.0015560856,-6.480369673224905e-17,6.300224170132241e-38
730,730,6.615e-05,0.0015194379,-6.480787117037782e-17,8.18052236549978e-38
731,731,5.43819e-05,0.0014993277,-6.490557188772196e-17,8.074719296963779e-38
732,732,6.3594e-05,0.0014864177,-6.498985762944866e-17,7.395111486729683e-38
733,733,5.13131e-05,0.0015360238,-6.514620928865729e-17,7.418776088887203e-38
734,734,4.23733e-05,0.0016954872,-6.517561568244657e-17,8.77310109711287e-38
735,735,5.22004e-05,0.0016489466,-6.529558056416201e-17,7.812942261257744e-38
736,736,4.41282e-05,0.0015438068,-6.53821912065218e-17,8.466200172650583e-38
737,737,5.16515e-05,0.0015752284,-6.529922772078093e-17,8.184911348677189e-38
738,738,5.06513e-05,0.0016088912,-6.545602027998739e-17,7.891980767099559e-38
739,739,5.01643e-05,0.0017413076,-6.541110617668897e-17,6.898507545166208e-38
740,740,4.91614e-05,0.0015351718,-6.563094705369933e-17,8.26338592720004e-38
741,741,4.87022e-05,0.0016211426,-6.557069637143106e-17,6.646940013999114e-38
742,742,4.22093e-05,0.0016709949,-6.578230377995107e-17,8.320288836834736e-38
743,743,4.34523e-05,0.0016425951,-6.580273206359608e-17,7.431180097912542e-38
744,744,3.17407e-05,0.0015064865,-6.5944252082064e-17,8.386233104865808e-38
